OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1376855,Fajgenbaum Jonas,22%,24%,25%,3%,4%,4%,-22%,-24%,-25%,-3%,-4%,-4%,241600,241600,241600,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,WTW,Financials,12.08,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1377144,ARRIOLA DENNIS V,34%,39%,45%,3%,3%,3%,-34%,-39%,-45%,-3%,-3%,-3%,100730,100730,100730,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,SRE,Utilities,0.098369141,0,0,0,0,0,0,0,0,0,0,0,59716870144,Large Cap,0,100,0,0,0,Large Cap,59716870144,59716870144
1377275,Hagenbuch John J,21%,21%,21%,6%,6%,6%,-21%,-21%,-21%,-6%,-6%,-6%,97750,338375,579000,2,1,2015,2015,0.0,0%,100%,0%,0%,0%,0%,1,WYNN,Consumer Discretionary,230.8,0,0,0,0,0,0,0,0,0,0,0,10364339200,Large Cap,0,100,0,0,0,Large Cap,10364339200,10364339200
1377692,Ortberg Robert Kelly,38%,45%,43%,8%,9%,8%,-38%,-45%,-43%,-8%,-9%,-8%,149.3199,149.3199,149.3199,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,RTX,Industrials,59.49,0,0,0,0,0,0,0,0,0,0,0,162158000000,Large Cap,0,100,0,0,0,Large Cap,1.62158E+11,1.62158E+11
1378160,Hausler Eric L,28%,27%,29%,2%,2%,2%,-28%,-27%,-29%,-2%,-2%,-2%,80000,80000,80000,1,1,2018,2018,0.0,100%,100%,0%,0%,0%,0%,1,VICI,Real Estate,20,0,0,0,0,0,0,0,0,0,0,0,34376482816,Large Cap,0,100,0,0,0,Large Cap,34376482816,34376482816
1378406,Gavinet Andres,40%,44%,45%,2%,3%,3%,-40%,-44%,-45%,-2%,-3%,-3%,5461.83,5467.575,5473.32,2,1,2020,2020,92.0,0%,0%,0%,0%,0%,0%,1,ARE,Real Estate,326.49,0,0,0,0,0,0,0,0,0,0,0,19314720768,Large Cap,0,100,0,0,0,Large Cap,19314720768,19314720768
1379532,Davis George S,32%,33%,33%,17%,18%,18%,-32%,-33%,-33%,-17%,-18%,-18%,193343.4,314436,504954,4,3,2015,2021,669.7,25%,0%,0%,25%,0%,0%,2,INTC,Information Technology,218.72,0,0,0,0,0,0,0,0,0,0,0,103728000000,Large Cap,0,100,0,0,0,Large Cap,1.21828E+11,1.03728E+11
1379848,Highsmith Carlton L,36%,42%,47%,5%,6%,7%,-36%,-42%,-47%,-5%,-6%,-7%,23780,23780,23780,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,KEY,Financials,11.89,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19349833728,19349833728
1380809,Munson Eddie R,21%,20%,22%,3%,3%,3%,-21%,-20%,-22%,-3%,-3%,-3%,26880,48685,70490,2,2,2015,2016,395.0,0%,50%,0%,0%,50%,0%,1,HBAN,Financials,19.03,0,0,0,0,0,0,0,0,0,0,0,26165108736,Large Cap,0,100,0,0,0,Large Cap,26165108736,26165108736
1381047,Sweeney Michael T,21%,20%,22%,7%,7%,8%,-21%,-20%,-22%,-7%,-7%,-8%,221200,221200,221200,1,1,2015,2015,0.0,100%,100%,0%,100%,100%,0%,1,FSLR,Information Technology,55.3,0,0,0,0,0,0,0,0,0,0,0,21333448704,Large Cap,0,100,0,0,0,Large Cap,21333448704,21333448704
1381111,Hambro George A,29%,28%,29%,13%,12%,14%,-29%,-28%,-29%,-13%,-12%,-14%,187980,187980,187980,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,FSLR,Information Technology,62.66,0,0,0,0,0,0,0,0,0,0,0,21333448704,Large Cap,0,100,0,0,0,Large Cap,21333448704,21333448704
1381335,Merchant Rahul N,27%,28%,29%,12%,12%,13%,-27%,-28%,-29%,-12%,-12%,-13%,48960,48960,48960,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,JNPR,Information Technology,24.48,0,0,0,0,0,0,0,0,0,0,0,11892715520,Large Cap,0,100,0,0,0,Large Cap,11892715520,11892715520
1381430,MURPHY MATTHEW J,32%,33%,38%,10%,11%,14%,-32%,-33%,-38%,-10%,-11%,-14%,232740,232740,232740,1,1,2019,2019,0.0,0%,0%,0%,0%,0%,0%,1,EBAY,Consumer Discretionary,38.79,0,0,0,0,0,0,0,0,0,0,0,30804508672,Large Cap,0,100,0,0,0,Large Cap,30804508672,30804508672
1382435,Levy Andrew C,24%,26%,28%,6%,6%,6%,-24%,-26%,-28%,-6%,-6%,-6%,748100,756250,764400,2,2,2016,2017,-179.0,0%,0%,0%,0%,0%,0%,1,UAL,Industrials,125.77,0,0,0,0,0,0,0,0,0,0,0,31845064704,Large Cap,0,100,0,0,0,Large Cap,31845064704,31845064704
1382867,Gooden Linda R,31%,34%,39%,11%,11%,12%,-31%,-34%,-39%,-11%,-11%,-12%,35370,108617.6667,240273.6,3,2,2015,2020,882.5,33%,33%,0%,33%,0%,0%,2,HD,Consumer Discretionary,382.03,0,0,0,0,0,0,0,0,0,0,0,426282000000,Mega Cap,66.66666667,33.33333333,0,0,0,Mega Cap,3.04564E+11,4.26282E+11
1384151,DeLaney William J III,33%,37%,41%,7%,7%,8%,-33%,-37%,-41%,-7%,-7%,-8%,870300,1471650,2073000,2,2,2019,2020,316.0,0%,0%,0%,0%,50%,0%,1,UNP,Industrials,312.26,0,0,0,0,0,0,0,0,0,0,0,148672000000,Large Cap,0,100,0,0,0,Large Cap,1.48672E+11,1.48672E+11
1385262,Stratton John G,33%,36%,41%,8%,9%,10%,-33%,-36%,-41%,-8%,-9%,-10%,7231,125369.5583,502340.88,6,2,2019,2020,79.4,0%,0%,0%,0%,0%,0%,2,ABT,Health Care,526.4,0,0,0,0,0,0,0,0,0,0,0,206313000000,Mega Cap,83.33333333,16.66666667,0,0,0,Mega Cap,1.84943E+11,2.06313E+11
1385286,Jacobs Lew W IV,41%,44%,44%,6%,6%,6%,-41%,-44%,-44%,-6%,-6%,-6%,440900,440900,440900,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,C,Financials,44.09,0,0,0,0,0,0,0,0,0,0,0,134034000000,Large Cap,0,100,0,0,0,Large Cap,1.34034E+11,1.34034E+11
1387531,Sanjay Khosla,26%,26%,29%,10%,10%,10%,-26%,-26%,-29%,-10%,-10%,-10%,352.17,548.885,745.6,2,2,2016,2018,-454.0,0%,50%,0%,0%,0%,0%,1,ZTS,Health Care,124.87,0,0,0,0,0,0,0,0,0,0,0,79738920960,Large Cap,0,100,0,0,0,Large Cap,79738920960,79738920960
1388073,Evans Robert B,31%,29%,35%,4%,3%,2%,-31%,-29%,-35%,-4%,-3%,-2%,395900,675012.4667,834737.4,3,1,2019,2019,0.0,0%,0%,0%,100%,100%,100%,1,TRGP,Energy,118.28,0,0,0,0,0,0,0,0,0,0,0,44550275072,Large Cap,0,100,0,0,0,Large Cap,44550275072,44550275072
1388153,Harty Linda S,35%,38%,41%,7%,7%,8%,-35%,-38%,-41%,-7%,-7%,-8%,15840,196206.75,411814,4,2,2019,2020,-114.3,0%,0%,0%,0%,0%,0%,2,PH,Industrials,537.13,0,0,0,0,0,0,0,0,0,0,0,90477289472,Large Cap,0,100,0,0,0,Large Cap,76479110144,90477289472
1388397,Johnson Amal M,42%,46%,53%,2%,2%,2%,-42%,-46%,-53%,-2%,-2%,-2%,109220,109220,109220,2,1,2022,2022,0.0,0%,0%,0%,100%,100%,100%,1,ESS,Real Estate,436.88,0,0,0,0,0,0,0,0,0,0,0,20835123200,Large Cap,0,100,0,0,0,Large Cap,20835123200,20835123200
1388540,Lederer John Anthony,22%,23%,25%,5%,5%,6%,-22%,-23%,-25%,-5%,-5%,-6%,810000,939760,1340000,5,3,2015,2017,17.8,60%,40%,0%,20%,0%,0%,1,WBA,Consumer Staples,402.88,0,0,0,0,0,0,0,0,0,0,0,7833428480,Mid Cap,0,0,100,0,0,Mid Cap,7833428480,7833428480
1390036,Stauch John L,20%,21%,19%,5%,5%,4%,-20%,-21%,-19%,-5%,-5%,-4%,315413,315413,315413,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,PNR,Industrials,7.17E-07,0,0,0,0,0,0,0,0,0,0,0,18008526848,Large Cap,0,100,0,0,0,Large Cap,18008526848,18008526848
1390276,Fairhead Rona Alison,45%,41%,40%,27%,25%,24%,-45%,-41%,-40%,-27%,-25%,-24%,109319,145293.1086,172550.75,7,1,2021,2021,-35.3,29%,43%,100%,29%,43%,100%,1,ORCL,Information Technology,546.26,0,0,0,0,0,0,0,0,0,0,0,512203000000,Mega Cap,100,0,0,0,0,Mega Cap,5.12203E+11,5.12203E+11
1390815,Payne John W R,34%,36%,39%,2%,2%,3%,-34%,-36%,-39%,-2%,-2%,-3%,198996,304998.87,449977.05,5,4,2018,2021,-120.3,40%,40%,20%,40%,60%,40%,1,VICI,Real Estate,116.44,0,0,0,0,0,0,0,0,0,0,0,34376482816,Large Cap,0,100,0,0,0,Large Cap,34376482816,34376482816
1390946,Baltimore Thomas J Jr,32%,37%,42%,4%,5%,6%,-32%,-37%,-42%,-4%,-5%,-6%,5311.8,26610.9,47910,2,2,2013,2020,-2295.0,0%,0%,0%,50%,0%,0%,1,PRU,Financials,177.54,0,0,0,0,0,0,0,0,0,0,0,46100111360,Large Cap,0,100,0,0,0,Large Cap,46100111360,46100111360
1391090,SCHIFELLITE ROBERT,22%,23%,25%,5%,6%,6%,-22%,-23%,-25%,-5%,-6%,-6%,829.6,829.6,829.6,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,BR,Industrials,51.85,0,0,0,0,0,0,0,0,0,0,0,27588143104,Large Cap,0,100,0,0,0,Large Cap,27588143104,27588143104
1391093,DESCHUTTER DOUGLAS RICHARD,34%,39%,45%,7%,8%,9%,-34%,-39%,-45%,-7%,-8%,-9%,1246.63,1246.63,1246.63,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,BR,Industrials,113.33,0,0,0,0,0,0,0,0,0,0,0,27588143104,Large Cap,0,100,0,0,0,Large Cap,27588143104,27588143104
1391297,Access Industries Holdings LLC,29%,31%,30%,3%,4%,3%,-29%,-31%,-30%,-3%,-4%,-3%,84.03,23510493.9,86767428.42,23,4,2016,2022,107.9,0%,0%,0%,52%,0%,78%,1,LYB,Materials,2089.76,0,0,0,0,0,0,0,0,0,0,0,27065245696,Large Cap,0,100,0,0,0,Large Cap,27065245696,27065245696
1392152,Seaton David Thomas,36%,41%,46%,2%,4%,4%,-36%,-41%,-46%,-2%,-4%,-4%,98472,98472,98472,1,1,2020,2020,0.0,0%,0%,0%,100%,0%,0%,1,COP,Energy,41.03,0,0,0,0,0,0,0,0,0,0,0,140144000000,Large Cap,0,100,0,0,0,Large Cap,1.40144E+11,1.40144E+11
1393014,Angelakis Michael J,36%,35%,34%,4%,6%,6%,-36%,-35%,-34%,-4%,-6%,-6%,75174,460541.8333,1429000,6,2,2015,2021,-49.4,67%,17%,17%,33%,0%,0%,3,DUK,Utilities,334.7086163,0,0,0,0,0,0,0,0,0,0,0,90704863232,Large Cap,33.33333333,66.66666667,0,0,0,Large Cap,2.2276E+11,90704863232
1393486,CHUGG JULIANA L,35%,38%,39%,11%,11%,12%,-35%,-38%,-39%,-11%,-11%,-12%,100006.5,174185,248363.5,2,2,2018,2022,-1193.0,50%,50%,50%,50%,50%,50%,2,CZR,Consumer Discretionary,135.4,0,0,0,0,0,0,0,0,0,0,0,8178355712,Mid Cap,0,50,50,0,0,Large Cap,14445040384,14445040384
1394212,Lucresca SE,35%,40%,46%,7%,7%,7%,-35%,-40%,-46%,-7%,-7%,-7%,199800000,199899000,199998000,2,1,2020,2020,-74.0,0%,0%,0%,0%,0%,0%,1,KDP,Consumer Staples,54.1,0,0,0,0,0,0,0,0,0,0,0,44288094208,Large Cap,0,100,0,0,0,Large Cap,44288094208,44288094208
1395482,Duffin Neil W,34%,39%,45%,2%,4%,4%,-34%,-39%,-45%,-2%,-4%,-4%,1092300,1092300,1092300,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,XOM,Energy,36.41,0,0,0,0,0,0,0,0,0,0,0,518445000000,Mega Cap,100,0,0,0,0,Mega Cap,5.18445E+11,5.18445E+11
1395526,Bensen Peter J,34%,30%,33%,8%,7%,8%,-34%,-30%,-33%,-8%,-7%,-8%,278750,293416.6667,310600,3,2,2018,2021,44.0,0%,67%,33%,33%,67%,0%,2,LW,Consumer Staples,176.05,0,0,0,0,0,0,0,0,0,0,0,11014268928,Large Cap,0,100,0,0,0,Large Cap,11711189333,11014268928
1395641,Thomas Bradley A,23%,25%,26%,9%,9%,10%,-23%,-25%,-26%,-9%,-9%,-10%,24851.45,66315.99667,116070,6,3,2015,2017,93.8,17%,17%,0%,33%,17%,33%,1,PODD,Health Care,184.57,0,0,0,0,0,0,0,0,0,0,0,18723047424,Large Cap,0,100,0,0,0,Large Cap,18723047424,18723047424
1396130,Will W Anthony,21%,22%,23%,3%,3%,3%,-21%,-22%,-23%,-3%,-3%,-3%,503922.84,680534.9867,819000,3,3,2014,2016,52.0,33%,0%,0%,0%,33%,33%,1,CF,Materials,129.774,0,0,0,0,0,0,0,0,0,0,0,15602633728,Large Cap,0,100,0,0,0,Large Cap,15602633728,15602633728
1396415,Masters J Kent,43%,46%,51%,5%,5%,6%,-43%,-46%,-51%,-5%,-5%,-6%,993570.8,996776.8,999982.8,2,2,2022,2023,441.0,50%,50%,0%,100%,50%,50%,1,ALB,Materials,372.44,0,0,0,0,0,0,0,0,0,0,0,12692014080,Large Cap,0,100,0,0,0,Large Cap,12692014080,12692014080
1396482,Bradway Robert A,20%,21%,21%,8%,8%,8%,-20%,-21%,-21%,-8%,-8%,-8%,99922.38,99922.38,99922.38,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,AMGN,Health Care,111.77,0,0,0,0,0,0,0,0,0,0,0,152052000000,Large Cap,0,100,0,0,0,Large Cap,1.52052E+11,1.52052E+11
1396538,Kadre Manuel,28%,31%,29%,9%,9%,9%,-28%,-31%,-29%,-9%,-9%,-9%,169330,262145,354960,2,1,2018,2018,6.0,0%,0%,0%,0%,0%,0%,1,HD,Consumer Discretionary,346.81,0,0,0,0,0,0,0,0,0,0,0,426282000000,Mega Cap,100,0,0,0,0,Mega Cap,4.26282E+11,4.26282E+11
1396809,Hagen Thomas B,45%,38%,39%,6%,5%,5%,-45%,-38%,-39%,-6%,-5%,-5%,74064,74064,74064,1,1,2021,2021,0.0,0%,100%,100%,0%,100%,100%,1,ERIE,Financials,185.16,0,0,0,0,0,0,0,0,0,0,0,22909251584,Large Cap,0,100,0,0,0,Large Cap,22909251584,22909251584
1396850,Vorsheck Elizabeth A,32%,33%,38%,5%,4%,5%,-32%,-33%,-38%,-5%,-4%,-5%,27000,96012.08,165024.16,2,2,2019,2020,275.0,0%,0%,0%,0%,50%,0%,1,ERIE,Financials,375.56,0,0,0,0,0,0,0,0,0,0,0,22909251584,Large Cap,0,100,0,0,0,Large Cap,22909251584,22909251584
1397863,Pike Lynn Ann,34%,39%,44%,4%,5%,6%,-34%,-39%,-44%,-4%,-5%,-6%,132870,132870,132870,1,1,2020,2020,0.0,0%,0%,0%,100%,0%,0%,1,AXP,Financials,132.87,0,0,0,0,0,0,0,0,0,0,0,214630000000,Mega Cap,100,0,0,0,0,Mega Cap,2.1463E+11,2.1463E+11
1399072,Sweet Thomas W,38%,41%,44%,22%,27%,32%,-38%,-41%,-44%,-22%,-27%,-32%,12394,24061.5,31300,6,1,2022,2022,2.2,67%,0%,0%,67%,0%,0%,1,TRMB,Information Technology,377.32,0,0,0,0,0,0,0,0,0,0,0,17819858944,Large Cap,0,100,0,0,0,Large Cap,17819858944,17819858944
1400395,Adkins Rodney C,27%,26%,28%,5%,4%,5%,-27%,-26%,-28%,-5%,-4%,-5%,21652,195468.3333,499770,3,2,2016,2017,-330.0,0%,33%,0%,33%,33%,33%,2,GWW,Industrials,507.17,0,0,0,0,0,0,0,0,0,0,0,58726092800,Large Cap,0,100,0,0,0,Large Cap,68147527680,58726092800
1400563,Dockendorff Charles J,26%,26%,27%,10%,11%,10%,-26%,-26%,-27%,-10%,-11%,-10%,494700,499523.3667,504400,3,3,2016,2018,-381.0,0%,0%,0%,0%,0%,0%,3,BSX,Health Care,93.1,0,0,0,0,0,0,0,0,0,0,0,133750000000,Large Cap,0,100,0,0,0,Large Cap,60425865344,29485787136
1400568,Wendell Amy McBride,29%,28%,30%,11%,11%,11%,-29%,-28%,-30%,-11%,-11%,-11%,199836,199836,199836,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,HOLX,Health Care,38.43,0,0,0,0,0,0,0,0,0,0,0,18041808896,Large Cap,0,100,0,0,0,Large Cap,18041808896,18041808896
1401333,Georgiadis Mary Margaret Hastings,22%,23%,24%,6%,7%,7%,-22%,-23%,-24%,-6%,-7%,-7%,250701,250701,250701,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,MCD,Consumer Discretionary,117.7,0,0,0,0,0,0,0,0,0,0,0,212127000000,Mega Cap,100,0,0,0,0,Mega Cap,2.12127E+11,2.12127E+11
1401335,Minetti Carlos,32%,38%,44%,4%,5%,6%,-32%,-38%,-44%,-4%,-5%,-6%,221220,221220,221220,1,1,2020,2020,0.0,100%,0%,0%,100%,100%,0%,1,DFS,Financials,73.74,0,0,0,0,0,0,0,0,0,0,0,45835534336,Large Cap,0,100,0,0,0,Large Cap,45835534336,45835534336
1401656,Heel Joachim,20%,22%,24%,7%,8%,9%,-20%,-22%,-24%,-7%,-8%,-9%,99434.4,125095.2125,199449.25,4,2,2015,2016,69.3,25%,0%,0%,75%,0%,0%,1,ZBRA,Information Technology,296.54,0,0,0,0,0,0,0,0,0,0,0,20993060864,Large Cap,0,100,0,0,0,Large Cap,20993060864,20993060864
1401842,CURTIN TERRENCE R,44%,43%,41%,5%,5%,5%,-44%,-43%,-41%,-5%,-5%,-5%,524550,524550,524550,1,1,2021,2021,0.0,0%,0%,0%,0%,0%,0%,1,DD,Materials,69.94,0,0,0,0,0,0,0,0,0,0,0,35066421248,Large Cap,0,100,0,0,0,Large Cap,35066421248,35066421248
1402226,Geissler Werner,28%,29%,31%,6%,6%,6%,-28%,-29%,-31%,-6%,-6%,-6%,3970200,3970200,3970200,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,PM,Consumer Staples,81.44,0,0,0,0,0,0,0,0,0,0,0,206886000000,Mega Cap,100,0,0,0,0,Mega Cap,2.06886E+11,2.06886E+11
1402861,Phelan Daniel J,33%,35%,36%,18%,19%,20%,-33%,-35%,-36%,-18%,-19%,-20%,5008.4685,11623.41211,34707.75,22,7,2015,2021,17.3,14%,18%,9%,9%,14%,9%,1,TEL,Information Technology,1916.48,0,0,0,0,0,0,0,0,0,0,0,45218430976,Large Cap,0,100,0,0,0,Large Cap,45218430976,45218430976
1403297,Oliver George,27%,26%,28%,6%,6%,6%,-27%,-26%,-28%,-6%,-6%,-6%,1004640,1004640,1004640,1,1,2017,2017,0.0,0%,0%,0%,0%,100%,0%,1,JCI,Industrials,36.8,0,0,0,0,0,0,0,0,0,0,0,55530835968,Large Cap,0,100,0,0,0,Large Cap,55530835968,55530835968
1403382,"Oaktree Holdings, Inc.",34%,39%,45%,3%,3%,3%,-34%,-39%,-45%,-3%,-3%,-3%,6180000,6180000,6180000,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,VST,Utilities,12.36,0,0,0,0,0,0,0,0,0,0,0,54381719552,Large Cap,0,100,0,0,0,Large Cap,54381719552,54381719552
1403525,"Oaktree Capital Group Holdings GP, LLC",34%,39%,45%,3%,3%,3%,-34%,-39%,-45%,-3%,-3%,-3%,6180000,6180000,6180000,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,VST,Utilities,12.36,0,0,0,0,0,0,0,0,0,0,0,54381719552,Large Cap,0,100,0,0,0,Large Cap,54381719552,54381719552
1403528,"Oaktree Capital Group, LLC",34%,39%,45%,3%,3%,3%,-34%,-39%,-45%,-3%,-3%,-3%,6180000,6180000,6180000,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,VST,Utilities,12.36,0,0,0,0,0,0,0,0,0,0,0,54381719552,Large Cap,0,100,0,0,0,Large Cap,54381719552,54381719552
1403694,Claflin Bruce L.,28%,28%,30%,10%,10%,11%,-28%,-28%,-30%,-10%,-10%,-11%,100479.8,140029.9,179580,2,1,2018,2018,-177.0,50%,0%,0%,50%,0%,0%,1,IDXX,Health Care,421.7,0,0,0,0,0,0,0,0,0,0,0,34535673856,Large Cap,0,100,0,0,0,Large Cap,34535673856,34535673856
1405275,Casady Mark S,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,90300,90300,90300,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1408467,Carter-Miller Jocelyn,38%,42%,41%,2%,2%,2%,-38%,-42%,-41%,-2%,-2%,-2%,224970.64,224970.64,224970.64,1,1,2022,2022,0.0,100%,0%,100%,100%,0%,0%,1,IPG,Communication Services,33.26,0,0,0,0,0,0,0,0,0,0,0,11477002240,Large Cap,0,100,0,0,0,Large Cap,11477002240,11477002240
1409902,Donahue Paul D,44%,52%,57%,13%,15%,16%,-44%,-52%,-57%,-13%,-15%,-16%,249728,249728,249728,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,GPC,Consumer Discretionary,156.08,0,0,0,0,0,0,0,0,0,0,0,17639548928,Large Cap,0,100,0,0,0,Large Cap,17639548928,17639548928
1411075,Tanner Bruce L,38%,41%,42%,2%,2%,2%,-38%,-41%,-42%,-2%,-2%,-2%,1008.48,1606.56,2204.64,2,1,2022,2022,105.0,100%,50%,100%,100%,100%,100%,1,AMT,Real Estate,497.08,0,0,0,0,0,0,0,0,0,0,0,97803640832,Large Cap,0,100,0,0,0,Large Cap,97803640832,97803640832
1411359,Gottlieb Scott,41%,45%,50%,14%,15%,16%,-41%,-45%,-50%,-14%,-15%,-16%,37000,59516,104160,5,3,2019,2023,-40.0,20%,0%,0%,40%,0%,0%,1,PFE,Health Care,148.1560515,0,0,0,0,0,0,0,0,0,0,0,148532000000,Large Cap,0,100,0,0,0,Large Cap,1.48532E+11,1.48532E+11
1411393,Shaheen Gabriel,33%,35%,41%,4%,4%,5%,-33%,-35%,-41%,-4%,-4%,-5%,80885,115045,135150,3,2,2019,2020,145.0,0%,0%,0%,0%,33%,0%,1,STLD,Materials,75.96,0,0,0,0,0,0,0,0,0,0,0,22116630528,Large Cap,0,100,0,0,0,Large Cap,22116630528,22116630528
1411764,Alvarez Jose B,31%,33%,36%,7%,7%,7%,-31%,-33%,-36%,-7%,-7%,-7%,29983.24,51469.33588,60999.6035,4,4,2016,2022,-822.3,0%,0%,0%,0%,25%,25%,1,URI,Industrials,625.51,0,0,0,0,0,0,0,0,0,0,0,56828997632,Large Cap,0,100,0,0,0,Large Cap,56828997632,56828997632
1412439,James Renee Jo,26%,27%,26%,11%,12%,11%,-26%,-27%,-26%,-11%,-12%,-11%,12961.52,12961.52,12961.52,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,ORCL,Information Technology,45.32,0,0,0,0,0,0,0,0,0,0,0,512203000000,Mega Cap,100,0,0,0,0,Mega Cap,5.12203E+11,5.12203E+11
1412673,Eck Dennis K,23%,24%,26%,7%,7%,8%,-23%,-24%,-26%,-7%,-7%,-8%,1172450,1802655,2716670,4,2,2014,2016,-240.3,0%,0%,0%,0%,0%,0%,1,ULTA,Consumer Discretionary,835.56,0,0,0,0,0,0,0,0,0,0,0,18216427520,Large Cap,0,100,0,0,0,Large Cap,18216427520,18216427520
1413084,Hilal Paul C,44%,46%,45%,8%,8%,8%,-44%,-46%,-45%,-8%,-8%,-8%,1116117.1,16928950.69,74983440.84,10,2,2017,2023,260.3,0%,0%,0%,0%,0%,0%,2,CSX,Industrials,536.11,0,0,0,0,0,0,0,0,0,0,0,70541500416,Large Cap,0,100,0,0,0,Large Cap,48473676595,70541500416
1413097,KELLEHER THOMAS COLM,59%,59%,59%,12%,12%,12%,-59%,-59%,-59%,-12%,-12%,-12%,238826.88,250977.8,263128.72,2,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,NSC,Industrials,439.96,0,0,0,0,0,0,0,0,0,0,0,62408306688,Large Cap,0,100,0,0,0,Large Cap,62408306688,62408306688
1413122,Muncrief Richard E,49%,54%,57%,7%,7%,7%,-49%,-54%,-57%,-7%,-7%,-7%,265000,460337.5,666300,4,2,2023,2024,8.3,0%,0%,0%,0%,0%,0%,1,DVN,Energy,201,0,0,0,0,0,0,0,0,0,0,0,24929353728,Large Cap,0,100,0,0,0,Large Cap,24929353728,24929353728
1413378,Viking Global Equities II LP,29%,28%,32%,6%,6%,7%,-29%,-28%,-32%,-6%,-6%,-7%,10000000,15000000,24999999.5,3,2,2018,2019,98.0,0%,33%,0%,33%,67%,0%,1,AXON,Industrials,4.25,0,0,0,0,0,0,0,0,0,0,0,49333805056,Large Cap,0,100,0,0,0,Large Cap,49333805056,49333805056
1414129,Paradie Terrance M,21%,21%,21%,5%,5%,5%,-21%,-21%,-21%,-5%,-5%,-5%,67425,67425,67425,1,1,2015,2015,0.0,100%,100%,100%,100%,100%,0%,1,TDG,Industrials,224.75,0,0,0,0,0,0,0,0,0,0,0,70455001088,Large Cap,0,100,0,0,0,Large Cap,70455001088,70455001088
1415300,Parker P.W.,39%,44%,43%,5%,6%,6%,-39%,-44%,-43%,-5%,-6%,-6%,233200,233200,233200,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,SYF,Financials,23.32,0,0,0,0,0,0,0,0,0,0,0,26288504832,Large Cap,0,100,0,0,0,Large Cap,26288504832,26288504832
