ACCESSION_NUMBER,FILING_DATE,PERIOD_OF_REPORT,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,GICS_SECTOR,GICS_SUB_INDUSTRY,OWNER_CIK,OWNER_NAME,OWNER_RELATIONSHIP,SECURITY_TITLE,TRANS_DATE,TRANS_SHARES,TRANS_PRICEPERSHARE,DIRECT_INDIRECT_OWNERSHIP,SHARES_OWNED_FOLLOWING_TRANSACTION,6 Month Price,1 Year Price,18 Month Price,Market Cap
0001506307-19-000080,4/24/2019,4/23/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-23 00:00:00+00:00,29622,19.9,D,239601954,14.604826927185059,10.802345275878906,9.892554283,62805762048
0001209191-19-025467,4/22/2019,4/18/2019,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,1680385,SIMKOWITZ DANIEL A,Officer,Common Stock,2019-04-18 00:00:00+00:00,7000,47.57,D,193088.55,36.682586669921875,33.47608947753906,45.106300354003906,2.12029E+11
0001506307-19-000076,4/22/2019,4/18/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-18 00:00:00+00:00,175000,19.64,D,239572332,14.425140380859375,11.023250579833984,9.816221237182617,62805762048
0000899243-19-010910,4/18/2019,4/16/2019,23217,CONAGRA BRANDS INC.,CAG,Consumer Staples,Packaged Foods & Meats,1336059,Arora Anil,Director,Common Stock,2019-04-16 00:00:00+00:00,1600,30.06,D,2877.9,22.341415405273438,27.504169464111328,31.998823165893555,13148870656
0000899243-19-010909,4/18/2019,4/16/2019,23217,CONAGRA BRANDS INC.,CAG,Consumer Staples,Packaged Foods & Meats,1256987,GREGOR JOIE A,Director,Common Stock,2019-04-16 00:00:00+00:00,10000,29.99,D,64650.17,22.341415405273438,27.504169464111328,31.998823165893555,13148870656
0001225208-19-006990,4/18/2019,4/18/2019,19617,JPMORGAN CHASE & CO,JPM,Financials,Diversified Banks,1169896,HOBSON MELLODY L,Director,Common Stock,2019-04-18 00:00:00+00:00,1700,114.26,D,7484.58,104.15544128417969,83.76264190673828,91.04087067,7.03244E+11
0001506307-19-000075,4/17/2019,4/17/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-17 00:00:00+00:00,175000,19.75,D,239397332,14.389205932617188,10.389985084533691,9.816221237182617,62805762048
0001225208-19-006914,4/17/2019,4/16/2019,19617,JPMORGAN CHASE & CO,JPM,Financials,Diversified Banks,1169896,HOBSON MELLODY L,Director,Common Stock,2019-04-16 00:00:00+00:00,18000,111.02,I,75355,103.81792449951172,79.89924621582031,91.22920989990234,7.03244E+11
0001506307-19-000073,4/17/2019,4/16/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-16 00:00:00+00:00,152639,19.75,D,239222332,14.504202842712402,10.566709518432617,9.915452957,62805762048
0001506307-19-000071,4/15/2019,4/15/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-15 00:00:00+00:00,175000,19.75,D,239069693,14.475455284118652,11.133706092834473,9.892554283,62805762048
0001506307-19-000070,4/12/2019,4/11/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-11 00:00:00+00:00,200,19.75,D,238894693,14.547327041625977,11.310430526733398,9.785689353942871,62805762048
0001506307-19-000069,4/10/2019,4/9/2019,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2019-04-09 00:00:00+00:00,175000,19.74,D,238894493,14.382014274597168,10.920161247253418,10.022317886352539,62805762048
0001628619-19-000001,4/4/2019,4/3/2019,1618921,"Walgreens Boots Alliance, Inc.",WBA,Consumer Staples,Drug Retail,1628619,Barra Ornella,Officer,"Common Stock, par value $0.01 per share",2019-04-03 00:00:00+00:00,18000,54.56,I,1718000,39.87061691,30.924028396606445,28.064279556274414,7833428480
0001047862-19-000076,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1653427,Shukla Saumil P,Officer,Common Stock,2019-03-31 00:00:00+00:00,50.51,84.61,D,5247.97,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000075,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1682978,Sanchez Robert,Officer,Common Stock,2019-03-31 00:00:00+00:00,50.22,84.61,D,2436.41,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000074,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1232009,RESHESKE FRANCES,Officer,Common Stock,2019-03-31 00:00:00+00:00,1.07,84.61,D,50223.62,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000073,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1286157,OATES JOSEPH P,Officer,Common Stock,2019-03-31 00:00:00+00:00,9.54,84.61,D,23990.79,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000072,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1423302,Nadkarni Gurudatta D,Officer,Common Stock,2019-03-31 00:00:00+00:00,90.09,84.61,D,6859.29,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000071,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1466373,Muccilo Robert,Officer,Common Stock,2019-03-31 00:00:00+00:00,89.37,84.61,D,6878.54,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000070,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1463822,Moore Elizabeth D,Officer,Common Stock,2019-03-31 00:00:00+00:00,53.94,84.61,D,41136.2,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000069,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1564677,McAvoy John,"Director,Officer",Common Stock,2019-03-31 00:00:00+00:00,60.19,84.61,D,126250.91,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000068,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1286156,HOGLUND ROBERT N,Officer,Common Stock,2019-03-31 00:00:00+00:00,114.6,84.61,D,39159.29,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001047862-19-000067,4/4/2019,3/31/2019,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1592315,Cawley Timothy,Officer,Common Stock,2019-03-31 00:00:00+00:00,55.27,84.61,D,14678.36,78.07312774658203,67.72978210449219,65.94904327392578,35188596736
0001127602-19-014677,4/3/2019,4/1/2019,33213,EQT Corp,EQT,Energy,Oil & Gas Exploration & Production,1597380,Rice Daniel J. IV,Director,Common Stock,2019-04-01 00:00:00+00:00,1025,20.74,I,1025,10.029095649719238,6.720871925354004,12.291494369506836,27113322496
0001127602-19-014665,4/3/2019,4/1/2019,33213,EQT Corp,EQT,Energy,Oil & Gas Exploration & Production,1758933,MacCleary Gerald F.,Director,Common Stock,2019-04-01 00:00:00+00:00,1085,20.74,I,1757,10.029095649719238,6.720871925354004,12.291494369506836,27113322496
0001127602-19-014653,4/3/2019,4/1/2019,33213,EQT Corp,EQT,Energy,Oil & Gas Exploration & Production,1439708,Cary A. Bray Jr.,Director,Common Stock,2019-04-01 00:00:00+00:00,1205,20.74,I,18677,10.029095649719238,6.720871925354004,12.291494369506836,27113322496
0001209191-19-022699,4/2/2019,4/1/2019,909832,COSTCO WHOLESALE CORP /NEW,COST,Consumer Staples,Consumer Staples Merchandise Retail,1187136,MEISENBACH JOHN W,Director,Common Stock,2019-04-01 00:00:00+00:00,3000,242.65,D,12833,264.2078552246094,262.5956115722656,328.3954772949219,4.30615E+11
0001225208-19-006188,4/2/2019,3/29/2019,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,Utilities,Electric Utilities,1768709,Chernick Rose M,Officer,Common Stock,2019-03-29 00:00:00+00:00,2.82,53.12,D,28845.99,52.1243782,38.05015945,47.36522674560547,46982619136
0001127602-19-013828,4/1/2019,3/29/2019,33213,EQT Corp,EQT,Energy,Oil & Gas Exploration & Production,1757305,Centofanti Erin R.,Officer,Common Stock,2019-03-29 00:00:00+00:00,7765,20.83,I,17432,10.585220336914062,6.559265613555908,13.299148559570312,27113322496
0001127602-19-013822,4/1/2019,3/29/2019,33213,EQT Corp,EQT,Energy,Oil & Gas Exploration & Production,1351732,McNally Robert Joseph,"Director,Officer",Common Stock,2019-03-29 00:00:00+00:00,12660,20.8,D,193072,10.585220336914062,6.559265613555908,13.299148559570312,27113322496
0001567619-19-018894,9/30/2019,9/27/2019,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1019718,KLESSE WILLIAM R,Director,Common Stock,2019-09-27 00:00:00+00:00,5000,45.54,D,101203,12.386371612548828,9.881958961486816,26.86486244,47461388288
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,2541,246.21,I,1956670,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-30 00:00:00+00:00,2386,245.59,I,1959056,174.4499969482422,222.8800048828125,306.17999267578125,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-30 00:00:00+00:00,6770,247.21,I,1965826,174.4499969482422,222.8800048828125,306.17999267578125,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-30 00:00:00+00:00,18193,247.62,I,1984019,174.4499969482422,222.8800048828125,306.17999267578125,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-30 00:00:00+00:00,15483,249.03,I,1999502,174.4499969482422,222.8800048828125,306.17999267578125,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-30 00:00:00+00:00,27177,249.78,I,2026679,174.4499969482422,222.8800048828125,306.17999267578125,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-26 00:00:00+00:00,26243,235.44,I,1809073,191.8800048828125,216.8300018310547,306.5899963378906,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-26 00:00:00+00:00,62361,236.34,I,1871434,191.8800048828125,216.8300018310547,306.5899963378906,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-26 00:00:00+00:00,19033,237.31,I,1890467,191.8800048828125,216.8300018310547,306.5899963378906,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-26 00:00:00+00:00,7621,238.11,I,1898088,191.8800048828125,216.8300018310547,306.5899963378906,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,3300,238.1,I,1901388,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,4041,239.57,I,1905429,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,3107,240.37,I,1908536,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,6109,241.55,I,1914645,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,5930,242.5,I,1920575,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,15237,243.65,I,1935812,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,10595,244.45,I,1946407,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018892,9/30/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1259566,HEILBRONN CHARLES,Director,Common Stock,2019-09-27 00:00:00+00:00,7722,245.38,I,1954129,188.8300018310547,216.8300018310547,303,18216427520
0001567619-19-018807,9/27/2019,9/26/2019,1403568,"Ulta Beauty, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1340358,Dillon Mary N,Officer,Common Stock,2019-09-26 00:00:00+00:00,1300,237.17,I,26544,191.8800048828125,216.8300018310547,306.5899963378906,18216427520
0001209191-19-050869,9/26/2019,9/24/2019,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1587484,DeNooyer Mary Beth,Officer,Common Stock,2019-09-24 00:00:00+00:00,6000,27.01,D,42000,20.79878044128418,24.682872772216797,31.740280151367188,44288094208
0001637459-19-000083,9/20/2019,9/18/2019,1637459,Kraft Heinz Co,KHC,Consumer Staples,Packaged Foods & Meats,1552291,Van Damme Alexandre,Director,Common Stock,2019-09-18 00:00:00+00:00,250000,28.45,I,250000,19.306222915649414,25.435754776000977,33.166160583496094,38657167360
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-09-25 00:00:00+00:00,250000,1,I,81000,27.71607208251953,24.64397621154785,19.421356201171875,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-09-26 00:00:00+00:00,280000,1,I,296000,27.111881256103516,24.81355857849121,19.42135238647461,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-10-09 00:00:00+00:00,140000,1.01,I,156000,27.731353759765625,25.43023681640625,18.502094268798828,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-10-10 00:00:00+00:00,70000,1.01,I,86000,28.02197838,25.22211456298828,18.502098083496094,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-10-17 00:00:00+00:00,70000,1,I,49000,28.57262611,26.17024803161621,20.06795310974121,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-10-22 00:00:00+00:00,150000,1.01,I,31000,28.106107711791992,24.266254425048828,21.236513137817383,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-11-07 00:00:00+00:00,140000,1,I,101000,28.450725555419922,27.42331886291504,20.561634063720703,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-11-18 00:00:00+00:00,39000,1.01,I,0,29.06504249572754,26.013818740844727,20.491134643554688,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-04-23 00:00:00+00:00,125000,1.01,I,125000,25.419034957885742,28.45026969909668,24.936893463134766,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-08-21 00:00:00+00:00,210000,1.02,I,210000,28.09846305847168,27.88152313232422,18.69685173034668,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-09-04 00:00:00+00:00,210000,1.02,I,210000,27.39484977722168,26.054616928100586,20.36398696899414,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-09-05 00:00:00+00:00,140000,1.01,I,140000,26.836551666259766,25.584400177001953,20.356197357177734,2.12029E+11
0001209191-19-050312,9/20/2019,4/23/2014,895421,MORGAN STANLEY,MS,Financials,Investment Banking & Brokerage,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,TenPercentOwner,"Non-Cumulative Preferred Stock, Series H",2014-09-18 00:00:00+00:00,70000,1.01,I,79000,27.953140258789062,26.24733543395996,20.138065338134766,2.12029E+11
0001209191-19-050077,9/18/2019,9/17/2019,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1587484,DeNooyer Mary Beth,Officer,Common Stock,2019-09-17 00:00:00+00:00,6000,27.69,D,36000,17.58654785,25.808536529541016,31.263404846191406,44288094208
0001179110-19-010451,9/18/2019,9/16/2019,1551152,AbbVie Inc.,ABBV,Health Care,Biotechnology,1319245,Schumacher Laura J,Officer,"Common stock, $0.01 par value",2019-09-16 00:00:00+00:00,25000,70.42,D,164838,69.82246398925781,76.38346862792969,95.00141906738281,3.23528E+11
0001209191-19-049944,9/17/2019,6/13/2019,1755672,"Corteva, Inc.",CTVA,Materials,Fertilizers & Agricultural Chemicals,1775149,GLENN TIMOTHY P,Officer,Common Stock,2019-08-05 00:00:00+00:00,6500,30.52,D,60716.81,29.11003875732422,27.285314559936523,40.88911819458008,42955804672
0001225208-19-012630,9/17/2019,9/13/2019,715957,DOMINION ENERGY INC /VA/,D,Utilities,Multi-Utilities,1189720,SZYMANCZYK MICHAEL E,Director,Common Stock,2019-09-13 00:00:00+00:00,21400,78.85,I,46400,58.15544128417969,66.44721221923828,62.408084869384766,50148589568
0001127602-19-028516,9/17/2019,9/16/2019,313927,CHURCH & DWIGHT CO INC /DE/,CHD,Consumer Staples,Household Products,1706293,Spann Rick,Officer,Common Stock,2019-09-16 00:00:00+00:00,1000,72.07,D,4973,59.88780975341797,87.87554168701172,79.36022186279297,27037904896
0001127602-19-028501,9/17/2019,9/16/2019,313927,CHURCH & DWIGHT CO INC /DE/,CHD,Consumer Staples,Household Products,1307991,Saligram Ravichandra Krishnamurty,Director,Common Stock,2019-09-16 00:00:00+00:00,1500,71.81,D,44708.88,59.88780975341797,87.87554168701172,79.36022186279297,27037904896
0001637459-19-000078,9/16/2019,9/16/2019,1637459,Kraft Heinz Co,KHC,Consumer Staples,Packaged Foods & Meats,1197292,LEMANN JORGE P,Director,Common Stock,2019-09-16 00:00:00+00:00,3496503,28.6,D,3516449,19.419641494750977,26.53984832763672,32.69939041137695,38657167360
0001127602-19-028384,9/16/2019,9/16/2019,313927,CHURCH & DWIGHT CO INC /DE/,CHD,Consumer Staples,Household Products,1196053,FARRELL MATTHEW,"Director,Officer",Common Stock,2019-09-16 00:00:00+00:00,7000,71.32,D,111361.84,59.88780975341797,87.87554168701172,79.36022186279297,27037904896
0001127602-19-028367,9/16/2019,9/16/2019,313927,CHURCH & DWIGHT CO INC /DE/,CHD,Consumer Staples,Household Products,1534034,Price Penry W,Director,Common Stock,2019-09-16 00:00:00+00:00,704,71.01,D,20053,59.88780975341797,87.87554168701172,79.36022186279297,27037904896
0001243786-19-000121,9/16/2019,9/10/2019,1285785,MOSAIC CO,MOS,Materials,Fertilizers & Agricultural Chemicals,1105475,MONAHAN WILLIAM T,Director,Common Stock,2019-09-10 00:00:00+00:00,2360,21.15,D,39235,11.061442375183105,16.78679084777832,28.86577033996582,8404886016
0000045012-19-000138,9/12/2019,9/12/2019,45012,HALLIBURTON CO,HAL,Energy,Oil & Gas Equipment & Services,1433667,Albrecht William E,Director,Common Stock,2019-09-12 00:00:00+00:00,8000,19.35,D,16000,7.340186595916748,13.464960098266602,22.598690032958984,28006629376
0001209191-19-049189,9/11/2019,9/10/2019,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1587484,DeNooyer Mary Beth,Officer,Common Stock,2019-09-10 00:00:00+00:00,6000,26.97,D,30000,21.93832015991211,26.798030853271484,30.346315383911133,44288094208
0001209191-19-049186,9/11/2019,9/10/2019,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",LHX,Industrials,Aerospace & Defense,1221547,DATTILO THOMAS A,Director,"Common Stock, Par Value $1.00",2019-09-10 00:00:00+00:00,1000,200.8,D,3000,168.71527099609375,165.74441528320312,173.02828979492188,46705745920
0000914190-19-000370,9/11/2019,9/9/2019,842023,BIO-TECHNE Corp,TECH,Health Care,Life Sciences Tools & Services,1534980,Kummeth Charles R.,"Director,Officer",Common Stock,2019-09-09 00:00:00+00:00,100,185,I,100,47.65165328979492,60.39645767211914,84.99074554,11977266176
0000914190-19-000370,9/11/2019,9/9/2019,842023,BIO-TECHNE Corp,TECH,Health Care,Life Sciences Tools & Services,1534980,Kummeth Charles R.,"Director,Officer",Common Stock,2019-09-09 00:00:00+00:00,100,185,I,100,47.65165328979492,60.39645767211914,84.99074554,11977266176
0001209191-19-049174,9/11/2019,9/10/2019,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",LHX,Industrials,Aerospace & Defense,1234014,BAILEY SALLIE B,Director,"Common Stock, Par Value $1.00",2019-09-10 00:00:00+00:00,700,200,D,1192,168.71527099609375,165.74441528320312,173.02828979492188,46705745920
0001596783-19-000187,9/11/2019,9/9/2019,1596783,"Catalent, Inc.",CTLT,Health Care,Pharmaceuticals,1251299,LUCIER GREGORY T,Director,Common Stock,2019-09-09 00:00:00+00:00,2000,51.64,D,38921,48.90999984741211,83.06999969482422,101.51000213623047,11092198400
0001127602-19-028141,9/10/2019,9/9/2019,1137774,PRUDENTIAL FINANCIAL INC,PRU,Financials,Life & Health Insurance,1760674,TANJI KENNETH,Officer,Common Stock,2019-09-09 00:00:00+00:00,2500,83.84,D,19285,54.85706329345703,55.23085403442383,77.72190856933594,46100111360
0001127602-19-028140,9/10/2019,9/9/2019,1137774,PRUDENTIAL FINANCIAL INC,PRU,Financials,Life & Health Insurance,1256465,FALZON ROBERT,Officer,Common Stock,2019-09-09 00:00:00+00:00,3580,83.98,I,3580,54.85706329345703,55.23085403442383,77.72190856933594,46100111360
0001127602-19-028138,9/10/2019,9/9/2019,1137774,PRUDENTIAL FINANCIAL INC,PRU,Financials,Life & Health Insurance,1512629,Lowrey Charles F,"Director,OfficerOther",Common Stock,2019-09-09 00:00:00+00:00,7500,83.68,D,64263,54.85706329345703,55.23085403442383,77.72190856933594,46100111360
0001225208-19-012228,9/9/2019,9/9/2019,1739940,Cigna Corp,CI,Health Care,Health Care Services,1318751,Cordani David,"Director,Officer","Common Stock, $.01 Par Value",2019-09-09 00:00:00+00:00,32509,155.17,D,355914,183.2763214111328,163.11849975585938,221.13540649414062,93960077312
0000936340-19-000236,9/9/2019,9/5/2019,936340,DTE ENERGY CO,DTE,Utilities,Multi-Utilities,1251487,TORGOW GARY,Director,Common Stock,2019-09-05 00:00:00+00:00,1537,129.95,D,2537,86.46110534667969,87.91423034667969,90.41750336,26111299584
0001022671-19-000076,9/9/2019,9/6/2019,1022671,STEEL DYNAMICS INC,STLD,Materials,Steel,1767177,Alvarez Miguel,Officer,Common Stock,2019-09-06 00:00:00+00:00,7220,27.72,D,8920,23.238733291625977,28.403635025024414,43.007102966308594,22116630528
0001022671-19-000076,9/9/2019,9/6/2019,1022671,STEEL DYNAMICS INC,STLD,Materials,Steel,1767177,Alvarez Miguel,Officer,Common Stock,2019-09-06 00:00:00+00:00,1000,27.71,D,1700,23.238733291625977,28.403635025024414,43.007102966308594,22116630528
